"","slope.pseudo.index","p.pseudo.index","Transcripts","qvalue","feature","rank"
"SBNO1","-0.007129720","2.132864e-03","   724","1.524107e-02","DOWN",0.673076923076923
"CCDC82","-0.007111272","8.424658e-03","   451","4.134554e-02","DOWN",0.67420814479638
"ITPR2","-0.007108441","4.752495e-04","   278","4.926363e-03","DOWN",0.675339366515837
"PRKDC","-0.007103491","3.516457e-04","   485","4.011141e-03","DOWN",0.676470588235294
"PACSIN2","-0.007091952","2.827251e-03","   263","1.896113e-02","DOWN",0.677601809954751
"CD55","-0.007071796","1.084288e-02","   883","4.934899e-02","DOWN",0.678733031674208
"CTAGE5","-0.007054106","3.724899e-03","   727","2.353391e-02","DOWN",0.679864253393665
"C1GALT1","-0.007033420","1.559458e-04","   687","2.131039e-03","DOWN",0.680995475113122
"RBCK1","-0.007002194","4.181514e-03","   356","2.567503e-02","DOWN",0.682126696832579
"MRPL20","-0.006995912","4.891831e-04","   442","4.994829e-03","DOWN",0.683257918552036
"C18orf32","-0.006945193","9.238201e-04","   323","8.046435e-03","DOWN",0.684389140271493
"TAOK1","-0.006942986","4.199522e-04","   563","4.534182e-03","DOWN",0.68552036199095
"FOXP1","-0.006936197","1.839198e-04","   724","2.393343e-03","DOWN",0.686651583710407
"LSM5","-0.006925598","7.484381e-03","   960","3.824564e-02","DOWN",0.687782805429864
"TUNAR","-0.006923733","7.183450e-04","   459","6.661104e-03","DOWN",0.688914027149321
"PDE8B","-0.006917232","6.629171e-04","   372","6.275194e-03","DOWN",0.690045248868778
"NUPR2","-0.006914627","3.161489e-03","   495","2.069365e-02","DOWN",0.691176470588235
"RNF13","-0.006913184","8.743956e-03","  1192","4.210269e-02","DOWN",0.692307692307692
"BTBD3","-0.006905916","3.282641e-04","   653","3.824441e-03","DOWN",0.693438914027149
"RALA","-0.006905828","6.259370e-04","   824","5.977023e-03","DOWN",0.694570135746606
"LGALS8","-0.006851240","1.069379e-03","   424","9.011928e-03","DOWN",0.695701357466063
"RUFY2","-0.006819914","4.622538e-04","   467","4.865653e-03","DOWN",0.69683257918552
"KIAA2026","-0.006817258","4.282617e-05","   520","8.024291e-04","DOWN",0.697963800904977
"ORMDL2","-0.006803689","9.378024e-03","   777","4.442490e-02","DOWN",0.699095022624434
"CPLX2","-0.006798068","9.035589e-04","   621","7.882552e-03","DOWN",0.700226244343891
"TTC37","-0.006795152","4.723456e-03","  1645","2.760378e-02","DOWN",0.701357466063348
"BEX5","-0.006784742","3.877741e-04","   935","4.271339e-03","DOWN",0.702488687782805
"TFRC","-0.006744557","8.639243e-05","   280","1.381375e-03","DOWN",0.703619909502262
"AP1AR","-0.006739012","8.353757e-04","   681","7.466936e-03","DOWN",0.70475113122172
"PBDC1","-0.006713260","2.120158e-03","   708","1.517481e-02","DOWN",0.705882352941177
"RANBP1","-0.006711243","1.261880e-03","   851","1.026913e-02","DOWN",0.707013574660634
"PDE8A","-0.006704212","9.571010e-04","   244","8.244123e-03","DOWN",0.708144796380091
"KIF3A","-0.006703810","1.159671e-03","  1503","9.633057e-03","DOWN",0.709276018099548
"MCUR1","-0.006669060","3.884900e-03","   563","2.426364e-02","DOWN",0.710407239819005
"PCF11","-0.006665623","7.640860e-04","   389","6.990148e-03","DOWN",0.711538461538462
"PLXNC1","-0.006642262","4.303245e-03","   155","2.601237e-02","DOWN",0.712669683257919
"LINC00493","-0.006634400","1.101746e-02","  1592","4.993514e-02","DOWN",0.713800904977376
"PLAA","-0.006628969","8.990660e-04","   272","7.875020e-03","DOWN",0.714932126696833
"HERC2","-0.006619021","1.161239e-03","   458","9.633057e-03","DOWN",0.71606334841629
"IGF1R","-0.006605884","1.186134e-03","   446","9.766562e-03","DOWN",0.717194570135747
"SNRPG","-0.006605131","3.175411e-04","   567","3.723380e-03","DOWN",0.718325791855204
"ZNF644","-0.006572349","1.281115e-04","   388","1.862719e-03","DOWN",0.719457013574661
"MT1F","-0.006512692","3.131345e-03","   749","2.054567e-02","DOWN",0.720588235294118
"PROX1","-0.006495682","9.709105e-03","   301","4.547960e-02","DOWN",0.721719457013575
"ZCCHC11","-0.006476397","3.533301e-04","   936","4.012633e-03","DOWN",0.722850678733032
"TMEM97","-0.006469888","4.875481e-04","   244","4.987474e-03","DOWN",0.723981900452489
"CBFB","-0.006451571","5.227258e-03","   360","2.978190e-02","DOWN",0.725113122171946
"TCEAL6","-0.006419621","7.009657e-03","   397","3.667917e-02","DOWN",0.726244343891403
"B9D1","-0.006416946","3.559524e-03","   326","2.262013e-02","DOWN",0.72737556561086
"MRPL27","-0.006409899","1.788366e-03","   717","1.324857e-02","DOWN",0.728506787330317
"SFSWAP","-0.006387489","7.876792e-03","   898","3.951583e-02","DOWN",0.729638009049774
"SLC2A6","-0.006386962","1.667494e-04","   275","2.244913e-03","DOWN",0.730769230769231
"RWDD4","-0.006376864","8.822520e-04","   289","7.796469e-03","DOWN",0.731900452488688
"NAA50","-0.006350077","1.748789e-04","   390","2.318134e-03","DOWN",0.733031674208145
"ARL2","-0.006344884","9.551466e-03","  1524","4.497301e-02","DOWN",0.734162895927602
"SNRPD1","-0.006329030","4.971493e-03","  1187","2.859361e-02","DOWN",0.735294117647059
"ZBTB8OS","-0.006327708","4.353079e-04","   836","4.635718e-03","DOWN",0.736425339366516
"ETFDH","-0.006318636","2.942218e-04","   470","3.525769e-03","DOWN",0.737556561085973
"SLAIN2","-0.006304106","8.239484e-04","   491","7.376888e-03","DOWN",0.73868778280543
"F11R","-0.006299387","7.811454e-04","   602","7.086762e-03","DOWN",0.739819004524887
"MRPL52","-0.006296074","1.111516e-03","   733","9.322713e-03","DOWN",0.740950226244344
"SRD5A1","-0.006287322","1.507056e-03","   540","1.168921e-02","DOWN",0.742081447963801
"CDC16","-0.006236719","4.292827e-03","   807","2.600209e-02","DOWN",0.743212669683258
"CAPN7","-0.006215920","1.162518e-03","   591","9.633057e-03","DOWN",0.744343891402715
"XPO1","-0.006207605","4.486692e-03","   479","2.660388e-02","DOWN",0.745475113122172
"KMT2C","-0.006195241","4.418832e-03","   747","2.634964e-02","DOWN",0.746606334841629
"NOL4","-0.006191658","3.191272e-04","   527","3.733949e-03","DOWN",0.747737556561086
"PBRM1","-0.006189234","3.737895e-04","   541","4.176358e-03","DOWN",0.748868778280543
"FAM3B","-0.006188880","5.438843e-03","   381","3.079432e-02","DOWN",0.75
"TRIO","-0.006178230","2.296002e-03","   224","1.615793e-02","DOWN",0.751131221719457
"GOLT1A","-0.006173102","3.906017e-04","   341","4.293811e-03","DOWN",0.752262443438914
"ELP5","-0.006172281","4.767538e-03","   413","2.777210e-02","DOWN",0.753393665158371
"CACYBP","-0.006170564","3.625580e-04","  1379","4.084347e-03","DOWN",0.754524886877828
"LMO7","-0.006163045","1.379193e-03","   540","1.094609e-02","DOWN",0.755656108597285
"ARID5B","-0.006155850","1.718966e-03","   658","1.283198e-02","DOWN",0.756787330316742
"CCDC12","-0.006148362","7.982660e-03","  1052","3.970780e-02","DOWN",0.757918552036199
"ABHD2","-0.006112340","4.194579e-03","   548","2.572431e-02","DOWN",0.759049773755656
"VPS26A","-0.006087994","7.916909e-03","   707","3.963859e-02","DOWN",0.760180995475113
"RTFDC1","-0.006077623","6.716983e-03","  1286","3.552271e-02","DOWN",0.76131221719457
"COX11","-0.006077213","8.523663e-03","   503","4.164401e-02","DOWN",0.762443438914027
"SMARCAD1","-0.006072538","2.555270e-03","   342","1.756928e-02","DOWN",0.763574660633484
"C15orf61","-0.006054838","4.418257e-03","   944","2.634964e-02","DOWN",0.764705882352941
"CCDC86","-0.006050850","4.467690e-03","   317","2.656465e-02","DOWN",0.765837104072398
"NUDT7","-0.006046902","4.793853e-03","   253","2.786585e-02","DOWN",0.766968325791855
"MIB1","-0.006019293","1.375967e-05","   251","3.219901e-04","DOWN",0.768099547511312
"CTSV","-0.006006448","4.043236e-03","   410","2.493832e-02","DOWN",0.769230769230769
"TDRD3","-0.005994239","1.033739e-02","   287","4.760842e-02","DOWN",0.770361990950226
"IL6R","-0.005978649","3.002228e-03","   607","1.981774e-02","DOWN",0.771493212669683
"CEP290","-0.005974012","2.983038e-03","   827","1.971493e-02","DOWN",0.77262443438914
"IFT43","-0.005968618","2.803402e-03","   414","1.887082e-02","DOWN",0.773755656108597
"MZT1","-0.005963026","2.684346e-03","   410","1.827244e-02","DOWN",0.774886877828054
"YTHDF2","-0.005944868","5.200843e-03","   428","2.969346e-02","DOWN",0.776018099547511
"SCPEP1","-0.005930816","1.078877e-02","   625","4.922600e-02","DOWN",0.777149321266968
"IFI27L1","-0.005927089","2.822929e-05","   375","5.830241e-04","DOWN",0.778280542986425
"ACTR3","-0.005918382","1.767504e-03","   844","1.312970e-02","DOWN",0.779411764705882
"CHD8","-0.005881447","1.179921e-03","   377","9.747643e-03","DOWN",0.780542986425339
"PPP1R16A","-0.005870007","9.948487e-03","   322","4.628283e-02","DOWN",0.781674208144796
"COA6","-0.005856962","1.188318e-03","   567","9.766562e-03","DOWN",0.782805429864253
"NME2","-0.005851603","2.584310e-03","   194","1.768046e-02","DOWN",0.78393665158371
"RBBP7","-0.005849400","9.685326e-04","  1426","8.329432e-03","DOWN",0.785067873303167
"KRAS","-0.005849113","4.681921e-04","   481","4.899782e-03","DOWN",0.786199095022624
"AFG3L2","-0.005846313","5.963733e-03","   576","3.273551e-02","DOWN",0.787330316742081
"KIAA2022","-0.005843911","4.216905e-03","   331","2.574736e-02","DOWN",0.788461538461538
"REV1","-0.005841292","7.996275e-03","   699","3.970780e-02","DOWN",0.789592760180995
"SLC25A13","-0.005839199","3.791286e-03","   249","2.387037e-02","DOWN",0.790723981900452
"CNOT4","-0.005834896","1.072839e-02","   493","4.906842e-02","DOWN",0.791855203619909
"TFAM","-0.005834074","1.656710e-03","   436","1.257569e-02","DOWN",0.792986425339366
"IFT20","-0.005799275","1.034123e-03","   653","8.754525e-03","DOWN",0.794117647058823
"DYNLL2","-0.005781966","4.207487e-03","   498","2.572431e-02","DOWN",0.79524886877828
"UTP23","-0.005770442","5.489818e-03","   902","3.095436e-02","DOWN",0.796380090497738
"APIP","-0.005742380","2.296662e-03","   528","1.615793e-02","DOWN",0.797511312217195
"SRPK2","-0.005735670","1.032670e-02","   977","4.760842e-02","DOWN",0.798642533936652
"KIN","-0.005730946","3.486124e-03","   375","2.224261e-02","DOWN",0.799773755656109
"ZC3H6","-0.005727686","6.023408e-03","   904","3.292179e-02","DOWN",0.800904977375566
"PAK2","-0.005681759","8.581873e-03","   584","4.182015e-02","DOWN",0.802036199095023
"GLIS3","-0.005674145","4.059983e-03","   386","2.501332e-02","DOWN",0.80316742081448
"KIAA0368","-0.005671533","5.475003e-04","   755","5.486620e-03","DOWN",0.804298642533937
"CCDC122","-0.005668177","2.831289e-03","   262","1.896489e-02","DOWN",0.805429864253394
"PPP4R3B","-0.005652459","3.430435e-03","   564","2.205686e-02","DOWN",0.806561085972851
"PCCB","-0.005611846","2.763477e-03","   440","1.864811e-02","DOWN",0.807692307692308
"NEDD8","-0.005609236","7.546730e-03","  1732","3.842021e-02","DOWN",0.808823529411765
"CWC22","-0.005599285","4.488926e-03","   570","2.660388e-02","DOWN",0.809954751131222
"UTP3","-0.005576387","8.787435e-04","   467","7.785927e-03","DOWN",0.811085972850679
"PAFAH2","-0.005574512","7.408308e-03","   152","3.796997e-02","DOWN",0.812217194570136
"MDP1","-0.005573115","5.509160e-03","   132","3.097385e-02","DOWN",0.813348416289593
"C9orf16","-0.005568189","4.374335e-03","   578","2.626737e-02","DOWN",0.81447963800905
"ASCL2","-0.005557655","8.989195e-03","   369","4.291856e-02","DOWN",0.815610859728507
"TIMM10","-0.005549861","5.696405e-03","   364","3.179045e-02","DOWN",0.816742081447964
"TSPAN9","-0.005539459","2.370471e-03","   233","1.659158e-02","DOWN",0.817873303167421
"MRPS10","-0.005516548","6.252197e-03","   682","3.378562e-02","DOWN",0.819004524886878
"KIF13A","-0.005512495","2.561272e-03","   411","1.758837e-02","DOWN",0.820135746606335
"MTG1","-0.005477501","2.949894e-03","   316","1.956703e-02","DOWN",0.821266968325792
"C12orf73","-0.005465588","7.342696e-04","   274","6.739994e-03","DOWN",0.822398190045249
"GNL2","-0.005453452","1.975894e-03","   706","1.428837e-02","DOWN",0.823529411764706
"ZBED5","-0.005444994","2.259397e-03","   449","1.596081e-02","DOWN",0.824660633484163
"ATE1","-0.005442696","1.849380e-03","   342","1.359749e-02","DOWN",0.82579185520362
"SORD","-0.005442086","2.189097e-03","   126","1.552134e-02","DOWN",0.826923076923077
"UCHL5","-0.005430338","8.276393e-03","   927","4.077161e-02","DOWN",0.828054298642534
"PER3","-0.005427059","7.201649e-03","   369","3.739668e-02","DOWN",0.829185520361991
"GREM1","-0.005426047","4.650449e-03","   108","2.735938e-02","DOWN",0.830316742081448
"TRIM37","-0.005422483","1.670358e-03","   444","1.264933e-02","DOWN",0.831447963800905
"TCEA3","-0.005418606","3.491959e-03","   347","2.224261e-02","DOWN",0.832579185520362
"TAB2","-0.005382832","2.083951e-03","   230","1.495080e-02","DOWN",0.833710407239819
"FLNB","-0.005374032","5.580662e-03","   205","3.118191e-02","DOWN",0.834841628959276
"HLF","-0.005346189","9.181209e-03","   202","4.360622e-02","DOWN",0.835972850678733
"MRPS14","-0.005328987","4.651527e-03","   666","2.735938e-02","DOWN",0.83710407239819
"LEO1","-0.005319997","8.582726e-03","   789","4.182015e-02","DOWN",0.838235294117647
"LRRCC1","-0.005311720","4.254273e-03","   166","2.585969e-02","DOWN",0.839366515837104
"CEP104","-0.005303344","4.987115e-03","   443","2.865323e-02","DOWN",0.840497737556561
"TCP1","-0.005301440","9.735679e-03","   999","4.556494e-02","DOWN",0.841628959276018
"DCDC2","-0.005286332","4.096004e-03","   319","2.520676e-02","DOWN",0.842760180995475
"CACNA2D2","-0.005283945","4.658378e-03","   562","2.737015e-02","DOWN",0.843891402714932
"YEATS4","-0.005283426","2.826445e-03","   658","1.896113e-02","DOWN",0.845022624434389
"CLOCK","-0.005276449","1.073624e-02","   448","4.906842e-02","DOWN",0.846153846153846
"ZNF518A","-0.005274732","5.355518e-03","   397","3.041730e-02","DOWN",0.847285067873303
"FOXO1","-0.005273679","6.749084e-03","   290","3.558891e-02","DOWN",0.84841628959276
"CCDC59","-0.005270795","4.918347e-03","   944","2.837774e-02","DOWN",0.849547511312217
"TBL1XR1","-0.005251328","9.012746e-03","   483","4.299336e-02","DOWN",0.850678733031674
"C5orf24","-0.005243767","1.041867e-02","   776","4.781741e-02","DOWN",0.851809954751131
"FTH1P3","-0.005235422","5.539568e-03","   108","3.106431e-02","DOWN",0.852941176470588
"EML4","-0.005216096","1.010490e-02","   638","4.685058e-02","DOWN",0.854072398190045
"PPIP5K2","-0.005212174","1.041160e-02","   466","4.781741e-02","DOWN",0.855203619909502
"ZFC3H1","-0.005189944","1.531233e-03","   455","1.180898e-02","DOWN",0.856334841628959
"DOPEY1","-0.005188283","1.212380e-03","   189","9.910678e-03","DOWN",0.857466063348416
"STAMBP","-0.005188049","6.094329e-03","   380","3.312954e-02","DOWN",0.858597285067873
"MTIF2","-0.005182305","2.946399e-03","   757","1.956703e-02","DOWN",0.85972850678733
"EPC1","-0.005178254","7.261366e-03","   886","3.763509e-02","DOWN",0.860859728506787
"SMIM5","-0.005161926","5.470830e-03","   224","3.092974e-02","DOWN",0.861990950226244
"LITAF","-0.005157724","9.205199e-03","   145","4.368210e-02","DOWN",0.863122171945701
"FLJ44635","-0.005153635","1.010130e-02","   121","4.685058e-02","DOWN",0.864253393665158
"SNX9","-0.005152045","8.554277e-03","   806","4.175616e-02","DOWN",0.865384615384615
"UFD1L","-0.005139779","7.359515e-03","   834","3.785591e-02","DOWN",0.866515837104072
"BDH2","-0.005139462","7.511303e-03","   138","3.827559e-02","DOWN",0.867647058823529
"HN1L","-0.005120089","7.884987e-03","   319","3.951583e-02","DOWN",0.868778280542986
"ZBTB21","-0.005116918","1.937235e-03","   142","1.410233e-02","DOWN",0.869909502262443
"UBE2Q2P1","-0.005109272","2.454733e-03","   418","1.700669e-02","DOWN",0.8710407239819
"CAMTA1","-0.005084401","1.038425e-02","   870","4.778013e-02","DOWN",0.872171945701357
"OSTF1","-0.005063292","8.788687e-03","   526","4.222003e-02","DOWN",0.873303167420814
"TCF12","-0.005060696","1.713188e-03","   172","1.283198e-02","DOWN",0.874434389140271
"ZBTB41","-0.005027237","7.369608e-03","   246","3.787211e-02","DOWN",0.875565610859729
"LINC00674","-0.005003957","1.081836e-02","   158","4.931639e-02","DOWN",0.876696832579186
"BRD4","-0.005002583","1.967259e-03","   388","1.428275e-02","DOWN",0.877828054298643
"C1orf27","-0.004992534","4.122854e-03","   731","2.534339e-02","DOWN",0.8789592760181
"TMEM263","-0.004989755","8.711104e-03","  1047","4.206429e-02","DOWN",0.880090497737557
"STAU2","-0.004984545","3.246713e-03","   621","2.104933e-02","DOWN",0.881221719457014
"UBAP2","-0.004946441","1.016490e-02","   554","4.700884e-02","DOWN",0.882352941176471
"ZCCHC6","-0.004926623","1.274386e-03","   287","1.034004e-02","DOWN",0.883484162895928
"SLC25A29","-0.004924481","3.889866e-03","   334","2.426686e-02","DOWN",0.884615384615385
"SPTBN1","-0.004915198","4.824557e-03","   377","2.795492e-02","DOWN",0.885746606334842
"PPP1R3E","-0.004901661","1.404346e-03","   392","1.108343e-02","DOWN",0.886877828054299
"C6orf89","-0.004890781","6.756117e-03","   737","3.559158e-02","DOWN",0.888009049773756
"PRPF8","-0.004843575","9.095076e-03","   409","4.326752e-02","DOWN",0.889140271493213
"LOC100506603","-0.004840868","1.110791e-03","   129","9.322713e-03","DOWN",0.89027149321267
"TLK2","-0.004831932","3.803472e-03","   210","2.391947e-02","DOWN",0.891402714932127
"DIAPH2","-0.004818373","1.786605e-03","   291","1.324857e-02","DOWN",0.892533936651584
"RPH3A","-0.004807197","9.499165e-03","   211","4.482796e-02","DOWN",0.893665158371041
"THAP5","-0.004804439","5.932848e-03","   580","3.264301e-02","DOWN",0.894796380090498
"MED27","-0.004771006","9.485654e-03","   340","4.482796e-02","DOWN",0.895927601809955
"SESTD1","-0.004761639","1.115700e-03","   309","9.330184e-03","DOWN",0.897058823529412
"AIFM1","-0.004722938","1.180502e-04","   424","1.763455e-03","DOWN",0.898190045248869
"TMCC3","-0.004707652","3.878321e-03","   332","2.425033e-02","DOWN",0.899321266968326
"SPDL1","-0.004705801","7.871615e-03","   240","3.951583e-02","DOWN",0.900452488687783
"RNF114","-0.004692087","3.819471e-03","   451","2.396406e-02","DOWN",0.90158371040724
"PPL","-0.004675782","6.618056e-03","   654","3.530775e-02","DOWN",0.902714932126697
"TGS1","-0.004667282","7.042370e-03","   425","3.681501e-02","DOWN",0.903846153846154
"WDR59","-0.004652819","9.820989e-03","   209","4.584614e-02","DOWN",0.904977375565611
"RCOR1","-0.004646061","2.873069e-03","   117","1.917408e-02","DOWN",0.906108597285068
"DICER1","-0.004642432","6.643683e-03","   621","3.537524e-02","DOWN",0.907239819004525
"SUCLG2","-0.004641746","9.504218e-03","   656","4.482796e-02","DOWN",0.908371040723982
"TPRG1L","-0.004603736","3.609033e-03","   317","2.285484e-02","DOWN",0.909502262443439
"ME2","-0.004599613","9.423520e-03","   490","4.460167e-02","DOWN",0.910633484162896
"BIRC6","-0.004566624","8.616482e-03","   305","4.186530e-02","DOWN",0.911764705882353
"GSE1","-0.004563299","6.938908e-03","   628","3.634384e-02","DOWN",0.91289592760181
"NISCH","-0.004545096","1.913765e-03","   502","1.395011e-02","DOWN",0.914027149321267
"ALDH3A2","-0.004521208","3.371678e-03","   272","2.178182e-02","DOWN",0.915158371040724
"C16orf87","-0.004515526","4.855678e-03","   238","2.807557e-02","DOWN",0.916289592760181
"MRPL48","-0.004510811","1.014306e-02","   366","4.694767e-02","DOWN",0.917420814479638
"TXLNGY","-0.004499072","1.062855e-03","   120","8.970814e-03","DOWN",0.918552036199095
"WARS","-0.004495639","3.458630e-03","   313","2.210780e-02","DOWN",0.919683257918552
"PSD3","-0.004495014","6.975187e-04","   349","6.545912e-03","DOWN",0.920814479638009
"LUC7L2","-0.004491158","9.608799e-03","   184","4.514266e-02","DOWN",0.921945701357466
"UBR3","-0.004475555","7.301111e-03","   245","3.769775e-02","DOWN",0.923076923076923
"CALML4","-0.004472597","6.737795e-03","   178","3.558891e-02","DOWN",0.92420814479638
"RNF213","-0.004462792","6.851735e-03","   321","3.595634e-02","DOWN",0.925339366515837
"MARK1","-0.004448739","1.292638e-03","   226","1.040024e-02","DOWN",0.926470588235294
"ZHX3","-0.004420165","6.206280e-03","   264","3.360411e-02","DOWN",0.927601809954751
"STK33","-0.004416711","1.686324e-03","   315","1.273486e-02","DOWN",0.928733031674208
"VEGFB","-0.004403798","7.872744e-03","   374","3.951583e-02","DOWN",0.929864253393665
"RRM1","-0.004374966","8.630384e-03","   435","4.186530e-02","DOWN",0.930995475113122
"USP9Y","-0.004358336","8.475462e-03","   190","4.151034e-02","DOWN",0.932126696832579
"GNPTAB","-0.004352392","9.913748e-03","   159","4.620005e-02","DOWN",0.933257918552036
"RPL19P12","-0.004348401","8.245077e-03","   114","4.072078e-02","DOWN",0.934389140271493
"LXN","-0.004327526","6.632933e-03","   269","3.535252e-02","DOWN",0.93552036199095
"ARHGEF7","-0.004314750","6.507256e-03","   157","3.485303e-02","DOWN",0.936651583710407
"GNAZ","-0.004302829","1.720365e-03","   214","1.283198e-02","DOWN",0.937782805429864
"ZNF830","-0.004264135","9.870202e-04","   398","8.435208e-03","DOWN",0.938914027149321
"TCF7L2","-0.004256508","2.735639e-03","   397","1.851106e-02","DOWN",0.940045248868778
"MKNK2","-0.004247116","6.810493e-03","   333","3.580884e-02","DOWN",0.941176470588235
"DPH6","-0.004241271","5.872586e-03","   198","3.244163e-02","DOWN",0.942307692307692
"PELI1","-0.004240064","3.490518e-03","   146","2.224261e-02","DOWN",0.943438914027149
"CHMP4C","-0.004228563","1.026714e-02","   269","4.740129e-02","DOWN",0.944570135746606
"EPN2","-0.004227001","3.823748e-03","   365","2.396406e-02","DOWN",0.945701357466063
"TFCP2L1","-0.004214639","7.248920e-03","   137","3.760634e-02","DOWN",0.94683257918552
"C2orf76","-0.004211755","7.990131e-03","   238","3.970780e-02","DOWN",0.947963800904977
"ASXL1","-0.004206211","7.576654e-03","   117","3.850066e-02","DOWN",0.949095022624434
"ARRDC2","-0.004193753","9.584647e-03","   159","4.509030e-02","DOWN",0.950226244343891
"DCBLD1","-0.004187575","9.319755e-03","   454","4.418726e-02","DOWN",0.951357466063348
"RPL18A","-0.004184221","1.658327e-03","   172","1.257569e-02","DOWN",0.952488687782805
"SETD3","-0.004175191","8.277802e-03","   558","4.077161e-02","DOWN",0.953619909502262
"ERICH1","-0.004161825","1.100054e-02","   447","4.989994e-02","DOWN",0.95475113122172
"FNDC3B","-0.004149169","7.502109e-03","   430","3.826450e-02","DOWN",0.955882352941177
"TRAF3IP1","-0.004128951","1.372449e-03","   145","1.092436e-02","DOWN",0.957013574660634
"C3orf17","-0.004123701","6.707871e-03","   228","3.550895e-02","DOWN",0.958144796380091
"ESCO1","-0.004117363","2.286727e-03","   413","1.612966e-02","DOWN",0.959276018099548
"CNTRL","-0.004107262","4.033481e-03","   248","2.490633e-02","DOWN",0.960407239819005
"NOM1","-0.004101048","6.024192e-03","   342","3.292179e-02","DOWN",0.961538461538462
"MGRN1","-0.004083161","5.707084e-03","   211","3.181749e-02","DOWN",0.962669683257919
"NFYB","-0.004078818","8.622521e-03","   246","4.186530e-02","DOWN",0.963800904977376
"TCERG1","-0.004059990","1.004399e-02","   560","4.664752e-02","DOWN",0.964932126696833
"PHACTR4","-0.004053941","1.451440e-03","   310","1.133794e-02","DOWN",0.96606334841629
"VPS54","-0.004033589","1.046436e-02","   106","4.794642e-02","DOWN",0.967194570135747
"GOLGA3","-0.004024877","7.337585e-03","   426","3.781446e-02","DOWN",0.968325791855204
"ST3GAL1","-0.003969272","7.743230e-03","   129","3.918667e-02","DOWN",0.969457013574661
"TTTY15","-0.003953467","3.295001e-03","   193","2.133703e-02","DOWN",0.970588235294118
"LTN1","-0.003929778","1.099934e-02","   297","4.989994e-02","DOWN",0.971719457013575
"SPATA13","-0.003920634","1.072927e-02","   159","4.906842e-02","DOWN",0.972850678733032
"TTC21B","-0.003909823","5.932987e-03","   161","3.264301e-02","DOWN",0.973981900452489
"ZMIZ1","-0.003892552","2.349411e-03","   425","1.647041e-02","DOWN",0.975113122171946
"CCDC144B","-0.003878037","1.449224e-03","   144","1.133794e-02","DOWN",0.976244343891403
"ZC3HAV1","-0.003834071","7.987733e-03","   309","3.970780e-02","DOWN",0.97737556561086
"C9orf85","-0.003816162","7.293455e-03","   177","3.769391e-02","DOWN",0.978506787330317
"RRP8","-0.003812280","9.908579e-03","   235","4.620005e-02","DOWN",0.979638009049774
"UBR4","-0.003768270","7.793152e-03","   226","3.930772e-02","DOWN",0.980769230769231
"DDX50","-0.003765637","6.691967e-03","   559","3.545919e-02","DOWN",0.981900452488688
"ZNF608","-0.003740102","7.336212e-04","   251","6.739994e-03","DOWN",0.983031674208145
"AIFM2","-0.003697806","5.973815e-03","   169","3.273551e-02","DOWN",0.984162895927602
"SLC25A53","-0.003696011","1.040412e-02","   129","4.781741e-02","DOWN",0.985294117647059
"STIM2","-0.003667431","1.033820e-02","   233","4.760842e-02","DOWN",0.986425339366516
"SMC4","-0.003647794","6.826519e-03","   298","3.585852e-02","DOWN",0.987556561085973
"CSRP2BP","-0.003647339","6.332004e-03","   110","3.408177e-02","DOWN",0.98868778280543
"UBXN2A","-0.003566117","4.791800e-03","   222","2.786585e-02","DOWN",0.989819004524887
"ICA1L","-0.003540525","3.458590e-03","   323","2.210780e-02","DOWN",0.990950226244344
"CBFA2T2","-0.003533467","2.500615e-03","   257","1.728065e-02","DOWN",0.992081447963801
"C12orf43","-0.003461394","6.049646e-03","   372","3.301832e-02","DOWN",0.993212669683258
"KLF9","-0.003378186","6.600031e-03","   161","3.524606e-02","DOWN",0.994343891402715
"ZNF609","-0.003326308","8.481079e-03","   207","4.151034e-02","DOWN",0.995475113122172
"UGDH-AS1","-0.003234323","5.310078e-03","   146","3.022218e-02","DOWN",0.996606334841629
"C12orf45","-0.002999448","8.626807e-03","   269","4.186530e-02","DOWN",0.997737556561086
"CACNA1A","-0.002686995","9.800750e-03","   232","4.579087e-02","DOWN",0.998868778280543
"EGFL7","-0.002581112","1.089537e-02","   164","4.954654e-02","DOWN",1
